OriginalOrder,BuildingID,Use,BuildingName,Occupancy,LandscapeArea,ConditionedArea,RooftopArea,EnergyBase,OldEnergyBase,JobsBase,OpCostEnergyBase,OpCostWaterBase,ExpenditureFoodBase,OpCostBase,FoodPercentageBase,WaterBase,CO2EnergyBase,CO2WaterBase,CO2FoodBase,CO2EmissionsBase,EnergyHighPerformance,JobsHighPerformance,OpCostEnergyHP,OpCostWaterHP,OpCostFoodHP,OpCostHP,InvestmentCostHP,WaterHighPerformance,CO2EnergyHP,CO2WaterHP,CO2FoodHP,CO2EmissionsHighPerformance,EnergyWaterEfficient,JobsWaterEfficient,OpCostEnergyWaterEfficient,OpCostWaterWaterEfficient,OpCostFoodWaterEfficient,OpCostWaterEfficient,InvestmentCostWaterEfficient,WaterWaterEfficient,CO2EnergyWaterEfficient,CO2WaterWaterEfficient,CO2FoodWaterEfficient,CO2EmissionsWaterEfficient,EnergyGreenery,JobsGreenery,OpCostEnergyGreenery,OpCostWaterGreenery,OpCostFoodGreenery,OpCostGreenery,InvestmentCostGreenery,WaterGreenery,CO2EnergyGreenery,CO2WaterGreenery,CO2FoodGreenery,CO2EmissionsGreenery,EnergyPVPanels,JobsPVPanels,OpCostEnergyPVPanels,OpCostWaterPVPanels,OpCostFoodPVPanels,OpCostPVPanels,InvestmentCostPVPanels,CO2EnergyPV,CO2WaterPV,CO2FoodPV,CO2EmissionsPVPanels,EnergyGreenhouse,JobsGreenhouse,OpCostEnergyGreenhouse,OpCostWaterGreenhouse,OpCostFoodGreenhouse,OpCostGreenhouse,InvestmentCostGreenhouse,FoodPercentageGreenhouse100,WaterGreenhouse100,CO2EnergyGreenhouse,CO2WaterGreenhouse,CO2FoodGreenhouse,CO2EmissionsGreenhouse
2389,ea967327-c47c-4a96-92c3-d0723a1ffb60,Residential,R2033_1_1,25,192.622185,515.21973,515.21973,76171.87236,75734.62,0,13710.93702,6806.15,7406.44,27923.52455,0,991788.7097,57662.10738,11534.10,9370.35,78566.55521,-31499.84,0.0453969043,-5669.9712,0,0,-5669.9712,92508.28081,0,-23845.37888,0,0,-23845.37888,-6620.347349,0,-1191.662523,-1173.956943,0,-2365.619466,753.5088551,-171068.407,-5011.602943,0,0,-5011.602943,-122.4306608,0,-19.74194405,-1067.121387,0,-1086.863331,8475.37614,-155500.3842,-14.94465165,0,0,-14.94465165,-99695.01776,0.051521973,-17945.1032,0,0,-17945.1032,10143388.43,-75469.12844,0,0,-75469.12844,71873.15234,0.1738866589,11589.54581,4608.134265,0,138749.8093,372117.45,0.10261318406,738438.678,54407.97632,0,-48765.54744,5642.428873
2390,ea98042d-8b92-4052-92bb-94fc0166ac0e,Residential,R1794_1_1,12,197.864895,243.70972,243.70972,39579.97331,39130.82,0,7124.395196,5494.05,3555.09,16173.53317,0,800589.8681,29962.0398,5455.87,4497.77,39915.67758,-17895.36,0.0312224099,-3221.1648,0,0,-3221.1648,48288.95898,0,-13546.78752,0,0,-13546.78752,-3131.562913,0,-563.6813244,-555.3062143,0,-1118.987539,356.4254655,-80918.93833,-2370.593125,0,0,-2370.593125,-125.7629273,0,-20.27927202,-1096.16585,0,-1116.445122,8706.05538,-159732.7286,-15.35140892,0,0,-15.35140892,-47157.83082,0.024370972,-8488.409548,0,0,-8488.409548,4798035.112,-35698.47793,0,0,-35698.47793,33997.50594,0.0822520305,5482.097833,2179.743993,0,65631.56497,176019.3453,0.04853818458,349296.9562,25736.112,0,-23067.125,2668.986999
2391,eaa8e551-04bc-4ba0-98f4-9fc3a44ccb24,Residential,R406_1_1,57,35.9289825,1150.3844,1150.3844,157385.1588,157303.6,0,28329.32858,6798.23,16886.68,52014.23684,0,990634.7187,119140.5652,25753.37,21364.40,166258.3369,-59925.29,0.06783463422,-10786.5522,0,0,-10786.5522,190971.1896,0,-45363.44453,0,0,-45363.44453,-14781.93452,0,-2660.748214,-2621.215133,0,-5281.963347,1682.437185,-381962.1323,-11189.92443,0,0,-11189.92443,-22.83646128,0,-3.682379381,-199.0455338,0,-202.7279132,1580.87523,-29004.81366,-2.787561191,0,0,-2.787561191,-222599.3814,0.11503844,-40067.88865,0,0,-40067.88865,22648192.88,-168507.7317,0,0,-168507.7317,160478.6238,0.388254735,25877.17809,10289.05817,0,309801.0555,830865.1329,0.22911507325,1648788.441,121482.3182,0,-108883.8835,12598.43476
2392,eaaa78ac-c9d2-488d-9e1a-cbb0d57aca69,Residential,R737_1_1,54,351.7188494,1097.11987,1097.11987,155395.3018,154596.9,0,27971.15432,13247.63,15997.91,57216.68685,0,1930437.527,117634.2435,24560.95,20239.96,162435.1531,-61020.69,0.0662455997,-10983.7242,0,0,-10983.7242,182850.1221,0,-46192.66233,0,0,-46192.66233,-14097.50869,0,-2537.551565,-2499.848925,0,-5037.40049,1604.53781,-364276.7104,-10671.81408,0,0,-10671.81408,-223.5525007,0,-36.04784073,-1948.51235,0,-1984.560191,15475.62937,-283936.2258,-27.28821544,0,0,-27.28821544,-212292.6948,0.109711987,-38212.68507,0,0,-38212.68507,21599547.44,-160705.57,0,0,-160705.57,153048.2219,0.3702779561,24679.02578,9812.659283,0,295456.8001,792394.8261,0.21850670035,1572447.054,115857.504,0,-103842.3957,12015.10826
2393,eaac51b5-36e7-4ca8-86f0-b1a29a5dd296,Residential,R1289_1_1,3,21.28896307,66.40686,66.40686,12003.29595,11954.97,0,2160.59327,801.86,888.77,3851.222861,0,116846.2062,9086.495031,1486.63,1124.44,11697.57113,-6103.557,0.01629808087,-1098.64026,0,0,-1098.64026,16778.48087,0,-4620.392649,0,0,-4620.392649,-853.2989984,0,-153.5938197,-151.311741,0,-304.9055607,97.12003275,-22049.06973,-645.9473418,0,0,-645.9473418,-13.53126493,0,-2.18191647,-117.9402455,0,-120.122162,936.7143751,-17186.19243,-1.651710767,0,0,-1.651710767,-12849.72741,0.006640686,-2312.950934,0,0,-2312.950934,1307385.056,-9727.243649,0,0,-9727.243649,9263.75697,0.02241231525,1493.780811,593.9441159,0,17883.51382,47962.35464,0.01322585094,95177.6321,7012.664026,0,-6285.409299,727.2547273
2394,eace6598-f1c5-4b69-a14c-68c7d84df0b3,Residential,R1535_1_1,17,154.4490675,352.20569,352.20569,54267.46938,53916.87,0,9768.144489,5137.92,5036.38,19942.44172,0,748695.0432,41080.47432,7884.74,6371.84,55337.0548,-21031.87,0.03753428779,-3785.7366,0,0,-3785.7366,66260.11319,0,-15921.12559,0,0,-15921.12559,-4525.688498,0,-814.6239297,-802.5203442,0,-1617.144274,515.1008216,-116942.8553,-3425.946193,0,0,-3425.946193,-98.1678273,0,-15.82956215,-855.6434094,0,-871.4729715,6795.75897,-124683.9212,-11.98297855,0,0,-11.98297855,-68151.80102,0.035220569,-12267.32418,0,0,-12267.32418,6934049.522,-51590.91337,0,0,-51590.91337,49132.69376,0.1188694204,7922.646868,3150.133844,0,94849.76892,254380.5596,0.07014666790,504798.8052,37193.44917,0,-33336.26856,3857.180614
2395,eadc42b8-227e-4463-a7be-e69f0da8f110,Residential,R809_1_1,16,707.9145225,338.13745,338.13745,56164.89597,54557.93,0,10109.68127,16857.16,4740.12,31706.95712,0,2456416.152,42516.82625,7569.80,5997.02,56083.65048,-24361.01,0.03677702816,-4384.9818,0,0,-4384.9818,63958.29627,0,-18441.28457,0,0,-18441.28457,-4344.91779,0,-782.0852022,-770.4650733,0,-1552.550275,494.5260206,-112271.7775,-3289.102767,0,0,-3289.102767,-449.9504705,0,-72.55451337,-3921.826175,0,-3994.380688,31148.23899,-571486.51,-54.92376662,0,0,-54.92376662,-65429.59658,0.033813745,-11777.32738,0,0,-11777.32738,6657081.047,-49530.20461,0,0,-49530.20461,47170.17428,0.1141213894,7606.190602,3024.30726,0,91061.16087,244219.7733,0.06734478199,484635.5002,35707.82193,0,-32004.70964,3703.112284
2396,eaef8233-0fd1-4bef-b849-fdb505838449,Residential,R412_1_1,11,384.1660725,236.98706,236.98706,37972.37698,37100.32,0,6835.027857,9428.42,3258.83,19522.28201,0,1373904.795,28745.08938,5305.37,4122.95,38173.41461,-16685.89,0.03078876808,-3003.4602,0,0,-3003.4602,47155.65339,0,-12631.21873,0,0,-12631.21873,-3045.179684,0,-548.1323431,-539.9882579,0,-1088.120601,346.5935753,-78686.81353,-2305.201021,0,0,-2305.201021,-244.1759557,0,-39.37337285,-2128.269036,0,-2167.642409,16903.30719,-310130.2785,-29.80564325,0,0,-29.80564325,-45856.99611,0.023698706,-8254.2593,0,0,-8254.2593,4665682.744,-34713.74606,0,0,-34713.74606,33059.69487,0.07998313275,5330.875798,2119.616405,0,63821.13781,171163.9041,0.04719927323,339661.7037,25026.18902,0,-22430.82523,2595.363788
2397,eaf8369b-ffc7-47e0-83d1-3d5c505a55d4,Residential,R1356_1_1,115,1210.58169,2309.22644,2309.22644,303332.2204,300584.2,0,54599.79968,37904.26,34069.61,126573.6753,0,5523389.883,229622.4909,51696.09,43103.61,324422.1873,-104252,0.09610882249,-18765.36,0,0,-18765.36,364729.3727,0,-78918.764,0,0,-78918.764,-29672.546,0,-5341.058281,-5261.701472,0,-10602.75975,3377.243669,-766732.4549,-22462.11732,0,0,-22462.11732,-769.4457222,0,-124.0731227,-6706.587882,0,-6830.661005,53265.59436,-977280.5658,-93.92335388,0,0,-93.92335388,-446835.3161,0.230922644,-80430.35691,0,0,-80430.35691,45462895.54,-338254.3343,0,0,-338254.3343,322137.0884,0.7793639235,51944.6055,20653.76162,0,621879.7721,1667838.796,0.45991460329,3309698.795,243857.7759,0,-218568.2825,25289.49336
2398,eb33d05f-c4a0-41b6-96c1-7fea1a6784ce,Residential,R1374_1_1,124,289.66335,2481.4962,275.7218,448328.3358,447670.8,0,80699.10044,19185.11,36735.93,136620.1412,0,2795644.562,339384.5502,55552.65,46476.94,441414.1335,-203548,0.29888771,-36638.64,0,0,-36638.64,288414.4461,0,-154085.836,0,0,-154085.836,-31886.13679,0,-5739.504623,-5654.227745,0,-11393.73237,3629.188193,-823931.1833,-24137.80555,0,0,-24137.80555,-184.1100253,0,-29.68774157,-1604.726661,0,-1634.414402,12745.1874,-233839.9506,-22.47362037,0,0,-22.47362037,-53352.1683,0.02757218,-9603.390294,0,0,-9603.390294,5428272.937,-40387.5914,0,0,-40387.5914,38463.1911,0.0930561075,6202.189565,2466.060596,0,74252.4887,199140.0701,0.05491383611,395178.2699,29116.63566,0,-26097.06837,3019.567293
2399,ebb520da-acaa-4f6f-bf3a-4953b9047cf4,Residential,R860_1_1,26,146.3637225,530.06165,530.06165,76835.78565,76503.54,0,13830.44142,5898.33,7702.70,27431.46219,0,859501.0234,58164.68974,11866.36,9745.16,79776.214,-31206.33,0.04604613556,-5617.1394,0,0,-5617.1394,94867.12658,0,-23623.19181,0,0,-23623.19181,-6811.059505,0,-1225.990711,-1207.775087,0,-2433.765798,775.2151631,-175996.3696,-5155.972046,0,0,-5155.972046,-93.02878202,0,-15.0008911,-810.8508297,0,-825.8517208,6440.00379,-118156.7694,-11.35567456,0,0,-11.35567456,-102566.9293,0.053006165,-18462.04727,0,0,-18462.04727,10435588.73,-77643.16546,0,0,-77643.16546,73943.60018,0.1788958069,11923.40553,4740.880657,0,142746.7711,382837.0267,0.10556915912,759710.8599,55975.30533,0,-50170.33517,5804.97016
2400,ebd47686-4bed-4086-b302-6f5cedd6601f,Residential,R1961_1_1,0,56.49480399,5.32202,5.32202,1094.164205,965.921,0,196.9495569,1231.68,0.00,1428.626161,0,179479.2866,828.2823032,119.14,0.00,947.4250608,-489.8953,0.004613900736,-88.181154,0,0,-88.181154,2881.900176,0,-370.8507421,0,0,-370.8507421,-68.38562063,0,-12.30941171,-12.12651994,0,-24.43593165,7.78345425,-1767.070301,-51.76791482,0,0,-51.76791482,-35.90809742,0,-5.790180708,-312.9795957,0,-318.7697764,2485.771376,-45607.22706,-4.383166796,0,0,-4.383166796,-1029.81087,0.000532202,-185.3659566,0,0,-185.3659566,104777.2688,-779.5668286,0,0,-779.5668286,742.42179,0.00179618175,119.7155136,47.60023985,0,1433.231721,3843.828945,0.00105995440,7627.785165,562.013295,0,-503.729193,58.28410203
2401,ec338488-020c-4450-92a0-978bbf636b16,Residential,R2078_1_1,8,101.305039,171.11902,171.11902,29162.10244,28932.14,0,5249.178439,3055.92,2370.06,10675.16023,0,445307.3651,22075.71155,3830.80,2998.51,28905.02311,-13920.14,0.02616249376,-2505.6252,0,0,-2505.6252,35876.18965,0,-10537.54598,0,0,-10537.54598,-2198.804286,0,-395.7847714,-389.9042483,0,-785.6890198,250.2615668,-56816.64821,-1664.494844,0,0,-1664.494844,-64.38948279,0,-10.3828041,-561.2270139,0,-571.609818,4457.421716,-81781.71423,-7.859782703,0,0,-7.859782703,-33111.53037,0.017111902,-5960.075467,0,0,-5960.075467,3368905.706,-25065.42849,0,0,-25065.42849,23871.10329,0.05775266925,3849.215406,1530.491504,0,46082.7294,123590.7122,0.03408073580,245256.3354,18070.42519,0,-16196.41524,1874.009948
2402,ecaed976-0ff2-41cc-9586-4c0e8f5983da,Residential,R1332_1_1,116,116.193075,2326.12892,581.53223,345160.1583,344896.4,0,62128.82849,14674.13,34365.87,111168.8237,0,2138306.04,261286.2398,52074.48,43478.42,356839.1419,-130411.5,0.192919835,-23474.07,0,0,-23474.07,258284.0082,0,-98721.5055,0,0,-98721.5055,-29889.73545,0,-5380.152381,-5300.214717,0,-10680.3671,3401.963546,-772344.5853,-22626.52974,0,0,-22626.52974,-73.85231847,0,-11.90868635,-643.7063069,0,-655.6149932,5112.4953,-93800.55473,-9.014875569,0,0,-9.014875569,-112526.4865,0.058153223,-20254.76757,0,0,-20254.76757,11448915.78,-85182.55028,0,0,-85182.55028,81123.74609,0.1962671276,13081.20406,5201.234424,0,156607.9118,420011.6531,0.11582024189,833481.0686,61410.67579,0,-55042.02557,6368.650217
2403,ecc0820a-c1b5-4ba8-931f-33b10f2e844d,Residential,R1482_1_1,130,151.1829876,2601.376,325.172,420822.9854,420479.8,0,75748.13737,16863.08,38513.48,131124.6969,0,2457280.078,318562.9999,58236.37,48725.82,425525.187,-173899.4,0.2885204187,-31301.892,0,0,-31301.892,294003.862,0,-131641.8458,0,0,-131641.8458,-33426.5396,0,-6016.777127,-5927.380568,0,-11944.1577,3804.5124,-863734.8733,-25303.89047,0,0,-25303.89047,-96.09190692,0,-15.49481999,-837.5494203,0,-853.0442403,6652.051454,-122047.2744,-11.72957873,0,0,-11.72957873,-62920.782,0.0325172,-11325.74076,0,0,-11325.74076,6401823.75,-47631.03197,0,0,-47631.03197,45361.494,0.10974555,7314.540908,2908.344048,0,87569.53659,234855.477,0.06476253207,466052.769,34338.65096,0,-30777.5298,3561.121158
2404,ecc865e7-412c-4ab6-97a4-05185d708047,Residential,R1973_1_1,12,247.3928175,242.76782,242.76782,40865.7417,40304.16,0,7355.833505,6544.43,3555.09,17455.35238,0,953650.8382,30935.36646,5434.78,4497.77,40867.91816,-17149.99,0.03116201662,-3086.9982,0,0,-3086.9982,48130.34247,0,-12982.54243,0,0,-12982.54243,-3119.459912,0,-561.5027841,-553.1600425,0,-1114.662827,355.0479368,-80606.19927,-2361.431153,0,0,-2361.431153,-157.2428748,0,-25.35541356,-1370.549122,0,-1395.904535,10885.28397,-199715.719,-19.19404807,0,0,-19.19404807,-46975.57317,0.024276782,-8455.603171,0,0,-8455.603171,4779491.456,-35560.50889,0,0,-35560.50889,33866.11089,0.08193413925,5460.910381,2171.319623,0,65377.90922,175339.058,0.04835059208,347946.978,25636.64594,0,-22977.97416,2658.671781
2405,ecdac5b3-858f-493b-a803-c078bd15c345,Residential,R935_1_1,15,0,301.60791,301.60791,46628.73,46628.73,0,8393.1714,1581.65,4443.86,14418.68026,0,230476.7005,35297.94861,6752.02,5622.21,47672.18098,-20604.14,0.03473372482,-3708.7452,0,0,-3708.7452,57945.61944,0,-15597.33398,0,0,-15597.33398,-3875.529238,0,-697.5952628,-687.2304753,0,-1384.825738,441.1015684,-100142.8744,-2933.775633,0,0,-2933.775633,0,0,0,0,0,0,0,0,0,0,0,0,-58361.13059,0.030160791,-10505.00351,0,0,-10505.00351,5937905.728,-44179.37585,0,0,-44179.37585,42074.30345,0.1017926696,6784.481431,2697.586416,0,81223.6752,217836.313,0.06006941540,432279.537,31850.24771,0,-28547.18868,3303.059026
2406,ecfdf25f-cb8c-4e49-ac6f-ce236b2683ff,Residential,R1575_1_1,25,242.9547,500.71558,500.71558,80938.32717,80386.82,0,14568.89889,7802.55,7406.44,29777.89015,0,1136984.154,61270.31367,11209.40,9370.35,81850.06065,-36996.9,0.04475334982,-6659.442,0,0,-6659.442,90198.88894,0,-28006.6533,0,0,-28006.6533,-6433.975389,0,-1158.11557,-1140.908427,0,-2299.023997,732.2965358,-166252.594,-4870.519369,0,0,-4870.519369,-154.4220073,0,-24.90054868,-1345.962078,0,-1370.862627,10690.0068,-196132.9075,-18.84971535,0,0,-18.84971535,-96888.46473,0.050071558,-17439.92365,0,0,-17439.92365,9857837.981,-73344.5678,0,0,-73344.5678,69849.82341,0.1689915083,11263.28402,4478.408894,0,134843.8098,361641.8277,0.09972448061,717650.605,52876.31632,0,-47392.72965,5483.586674
2407,ed2afa2a-fba5-4ee2-984a-ef2c4902febe,Residential,R472_1_1,13,173.68116,277.55103,277.55103,46918.42623,46524.17,0,8445.316722,5156.22,3851.35,17452.88073,0,751361.2392,35517.24866,6213.47,4872.58,46603.29755,-22233.63,0.03331972569,-4002.0534,0,0,-4002.0534,53954.1428,0,-16830.85791,0,0,-16830.85791,-3566.408891,0,-641.9536003,-632.41553,0,-1274.36913,405.9183814,-92155.26849,-2699.77153,0,0,-2699.77153,-110.3917453,0,-17.80066893,-962.1886509,0,-979.9893198,7641.97104,-140209.6395,-13.47510638,0,0,-13.47510638,-53706.12431,0.027755103,-9667.102375,0,0,-9667.102375,5464285.903,-40655.5361,0,0,-40655.5361,38718.36869,0.09367347263,6243.33695,2482.421261,0,74745.10437,200461.2314,0.05527815274,397800.0137,29309.80509,0,-26270.20499,3039.600105
2408,ed37e60d-563b-40f0-ba63-05315380efdd,Residential,R1848_1_1,16,273.0591127,339.04895,339.04895,53138.15419,52518.31,0,9564.867753,7596.22,4740.12,21901.20619,0,1106917.076,40225.58272,7590.21,5997.02,53812.81248,-22507.39,0.03682656378,-4051.3302,0,0,-4051.3302,64107.6533,0,-17038.09423,0,0,-17038.09423,-4356.630165,0,-784.1934297,-772.5419769,0,-1556.735407,495.8590894,-112574.4229,-3297.969035,0,0,-3297.969035,-173.556372,0,-27.98596499,-1512.739662,0,-1540.725627,12014.60096,-220435.652,-21.1853755,0,0,-21.1853755,-65605.97183,0.033904895,-11809.07493,0,0,-11809.07493,6675026.203,-49663.72067,0,0,-49663.72067,47297.32853,0.1144290206,7626.694225,3032.459732,0,91306.62983,244878.1041,0.06752631991,485941.9076,35804.07769,0,-32090.98312,3713.094576
2409,ed69c421-c9fa-43e9-8540-554bdbbeaee6,Residential,R193_1_1,4,28.80047419,83.10058,41.55029,15279.09708,15213.72,0,2750.237474,1049.45,1185.03,4984.719373,0,152925.5955,11566.27649,1860.35,1499.26,14925.88481,-7685.596,0.02578380577,-1383.40728,0,0,-1383.40728,19838.13986,0,-5817.996172,0,0,-5817.996172,-1067.805972,0,-192.2050749,-189.3493148,0,-381.5543897,121.5345983,-27591.88558,-808.3291207,0,0,-808.3291207,-18.3055814,0,-2.951775,-159.553802,0,-162.505577,1267.220864,-23250.09864,-2.234493675,0,0,-2.234493675,-8039.981115,0.004155029,-1447.196601,0,0,-1447.196601,818021.3344,-6086.265704,0,0,-6086.265704,5796.265455,0.01402322288,934.6478046,371.6265196,0,11189.58471,30009.69695,0.00827531887,59551.95314,4387.772949,0,-3932.734949,455.0380009
2410,ed7afd24-2f8a-4631-b101-57d8b4db2d6f,Residential,R1143_1_1,13,326.7063,261.99609,261.99609,41745.3633,41003.74,0,7514.165394,8335.24,3851.35,19700.75428,0,1214607.124,31601.24002,5865.24,4872.58,42339.06428,-18397.31,0.03237258655,-3311.5158,0,0,-3311.5158,51358.02168,0,-13926.76367,0,0,-13926.76367,-3366.53474,0,-605.9762532,-596.9727301,0,-1202.948983,383.1692816,-86990.56176,-2548.466798,0,0,-2548.466798,-207.6545243,0,-33.48429204,-1809.943543,0,-1843.427835,14375.0772,-263744.0499,-25.34760907,0,0,-25.34760907,-50696.24342,0.026199609,-9125.323815,0,0,-9125.323815,5158048.022,-38377.05627,0,0,-38377.05627,36548.45456,0.08842368038,5893.438297,2343.297606,0,70556.12473,189226.676,0.05218016982,375505.896,27667.1801,0,-24797.92992,2869.25018
2411,edca9c8c-c02b-4f2b-ab35-e673831c2568,Residential,R138_1_1,95,466.1970225,1918.98306,213.22034,321545.6672,320487.4,0,57878.2201,19996.77,28144.46,106019.4532,0,2913919.216,243410.0701,42959.80,35607.33,321977.2036,-137385.7,0.2628371933,-24729.426,0,0,-24729.426,237769.0337,0,-104000.9749,0,0,-104000.9749,-24658.08989,0,-4438.45618,-4372.510125,0,-8810.966305,2806.512725,-637159.9454,-18666.17404,0,0,-18666.17404,-296.3148275,0,-47.78076593,-2582.718149,0,-2630.498915,20512.66899,-376352.3715,-36.17003981,0,0,-36.17003981,-41258.13579,0.021322034,-7426.464442,0,0,-7426.464442,4197775.444,-31232.40879,0,0,-31232.40879,29744.23743,0.07196186475,4796.258286,1907.046446,0,57420.70771,153998.3906,0.04246579997,305598.0523,22516.38773,0,-20181.30518,2335.082554
2412,ede1f65e-51c1-483c-ae52-8832b4eeb991,Residential,R2138_1_1,16,306.769245,332.68274,332.68274,52067.11619,51370.75,0,9372.080914,8281.12,4740.12,22393.31605,0,1206719.874,39414.80695,7447.69,5997.02,52859.51793,-22702.84,0.0364791853,-4086.5112,0,0,-4086.5112,63063.84234,0,-17186.04988,0,0,-17186.04988,-4274.827161,0,-769.468889,-758.0362117,0,-1527.505101,486.5485073,-110460.6502,-3236.044161,0,0,-3236.044161,-194.9825321,0,-31.4409333,-1699.492829,0,-1730.933762,13497.84678,-247649.2283,-23.80078651,0,0,-23.80078651,-64374.11019,0.033268274,-11587.33983,0,0,-11587.33983,6549691.444,-48731.20141,0,0,-48731.20141,46409.24223,0.1122804248,7483.49031,2975.520238,0,89592.19544,240280.109,0.06625840054,476817.5371,35131.79637,0,-31488.42134,3643.375027
2413,edee0f82-3b24-4aa3-a1a9-2027bcb99fa9,Residential,R2127_1_1,13,314.22387,268.61731,268.61731,43184.70818,42471.42,0,7773.247473,8103.99,3851.35,19728.58796,0,1180909.724,32690.8241,6013.47,4872.58,43576.87599,-19157.35,0.03277909761,-3448.323,0,0,-3448.323,52464.65876,0,-14502.11395,0,0,-14502.11395,-3451.614511,0,-621.2906119,-612.0595498,0,-1233.350162,392.8528159,-89189.00544,-2612.872184,0,0,-2612.872184,-199.7206918,0,-32.20496155,-1740.791238,0,-1772.9962,13825.85028,-253667.2114,-24.37915589,0,0,-24.37915589,-51977.44949,0.026861731,-9355.940907,0,0,-9355.940907,5288403.291,-39346.92926,0,0,-39346.92926,37472.11475,0.09065834213,6042.378503,2402.517913,0,72339.23388,194008.8521,0.05349887799,384995.7596,28366.39086,0,-25424.62839,2941.76247
2414,ee0df377-9837-4e7a-990a-98236bc460d5,Residential,R897_1_1,18,283.1871975,374.49536,374.49536,65118.62494,64475.79,0,11721.35249,7997.91,5332.64,25051.8936,0,1165450.799,49294.79908,8383.74,6746.65,64425.18693,-31488.66,0.03870376519,-5667.9588,0,0,-5667.9588,69893.01197,0,-23836.91562,0,0,-23836.91562,-4812.100973,0,-866.1781751,-853.3086027,0,-1719.486778,547.699464,-124343.6944,-3642.760436,0,0,-3642.760436,-179.9937827,0,-29.02399747,-1568.848962,0,-1597.872959,12460.23669,-228611.8705,-21.97116608,0,0,-21.97116608,-72464.85216,0.037449536,-13043.67339,0,0,-13043.67339,7372877.4,-54855.89309,0,0,-54855.89309,52242.10272,0.126392184,8424.039064,3349.493042,0,100852.4262,270479.2738,0.07458596608,536745.4747,39547.27176,0,-35445.98582,4101.285935
2415,ee2c4f08-4226-4d62-a1bb-4b18c3ffa9af,Residential,R2174_1_1,22,17.9222104,456.93552,57.11694,84735.90342,84695.22,0,15252.46262,2778.07,6517.67,24548.19838,0,404819.0557,64145.07889,10229.30,8245.91,82620.2904,-41820.41,0.1209212001,-7527.6738,0,0,-7527.6738,84286.43441,0,-31658.05037,0,0,-31658.05037,-5871.420837,0,-1056.855751,-1041.153114,0,-2098.008864,668.268198,-151716.3007,-4444.665574,0,0,-4444.665574,-11.39135693,0,-1.836856305,-99.28853219,0,-101.1253885,788.5772576,-14468.27427,-1.390500223,0,0,-1.390500223,-11052.12789,0.005711694,-1989.38302,0,0,-1989.38302,1124489.756,-8366.460813,0,0,-8366.460813,7967.81313,0.01927696725,1284.809867,510.8549091,0,15381.71788,41252.70992,0.01137563400,81862.85426,6031.634539,0,-5406.118371,625.5161684
2416,ee39aaad-1844-49d3-aff3-d82bc10fb1d4,Residential,R891_1_1,16,0,330.27698,330.27698,50130.57,50130.57,0,9023.5026,1731.99,4740.12,15495.61094,0,252384.457,37948.84149,7393.83,5997.02,51339.6953,-21772.71,0.0363470483,-3919.0878,0,0,-3919.0878,62668.98953,0,-16481.94147,0,0,-16481.94147,-4243.914201,0,-763.9045563,-752.5545532,0,-1516.459109,483.0300833,-109661.8657,-3212.64305,0,0,-3212.64305,0,0,0,0,0,0,0,0,0,0,0,0,-63908.59563,0.033027698,-11503.54721,0,0,-11503.54721,6502328.044,-48378.80689,0,0,-48378.80689,46073.63871,0.1114684808,7429.374242,2954.003079,0,88944.31896,238542.5488,0.06577925993,473369.4816,34877.7445,0,-31260.71616,3617.028346
2417,ee5007ab-611d-45bd-a5c5-345eb4c8993c,Residential,R254_1_1,11,198.88239,227.79016,227.79016,37962.50303,37511.04,0,6833.250545,5432.25,3258.83,15524.32844,0,791584.0278,28737.61479,5099.48,4122.95,37960.05128,-16984.98,0.03018543755,-3057.2964,0,0,-3057.2964,45600.55178,0,-12857.62986,0,0,-12857.62986,-2927.003556,0,-526.8606401,-519.0326073,0,-1045.893247,333.143109,-75633.16682,-2215.741692,0,0,-2215.741692,-126.4096471,0,-20.38355559,-1101.802743,0,-1122.186299,8750.82516,-160554.1338,-15.43035158,0,0,-15.43035158,-44077.39596,0.022779016,-7933.931273,0,0,-7933.931273,4484618.775,-33366.58874,0,0,-33366.58874,31776.72732,0.076879179,5123.99728,2037.35917,0,61344.39236,164521.4431,0.04536758252,326480.2468,24054.98258,0,-21560.33864,2494.643937
2418,ee58bf3d-1383-4add-bb05-6e89bb051686,Residential,R1654_1_1,19,16.88478,399.85889,399.85889,60078.04845,60039.72,0,10814.04872,2456.65,5628.89,18899.59427,0,357982.2293,45479.08268,8951.54,7121.47,61552.09166,-25538.09,0.03999294388,-4596.8562,0,0,-4596.8562,74007.58437,0,-19332.33413,0,0,-19332.33413,-5138.011198,0,-924.8420157,-911.100823,0,-1835.942839,584.7936266,-132765.1472,-3889.474477,0,0,-3889.474477,-10.73196617,0,-1.730529545,-93.54119749,0,-95.27172704,742.93032,-13630.77559,-1.310010865,0,0,-1.310010865,-77372.69522,0.039985889,-13927.08514,0,0,-13927.08514,7872221.897,-58571.13028,0,0,-58571.13028,55780.31516,0.1349523754,8994.575819,3576.344897,0,107682.8808,288798.0833,0.07963746629,573097.7541,42225.69857,0,-37846.64394,4379.054634
